timestamp,target,compiler,opt,variant,mode,threads,data_len,loop,time_s,data_bytes,throughput_MBps,throughput_MiBps,verify,checksum,binary,cflags
2026-05-16T13:50:49,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O0,single_original,cbc_encrypt_single,1,1048576,20,4.512656,20971520,4.65,4.43,ok,391f66a7,single_original_O0,compiled_on_host
2026-05-16T13:50:51,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O0,single_table,cbc_encrypt_single,1,1048576,20,1.704290,20971520,12.31,11.74,ok,391f66a7,single_table_O0,compiled_on_host
2026-05-16T13:50:56,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O0,multibuffer_original,cbc_encrypt_multi_buffer,1,1048576,20,4.792299,20971520,4.38,4.17,,391f66a7,multibuffer_original_O0_t1,compiled_on_host
2026-05-16T13:50:58,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O0,multibuffer_table,cbc_encrypt_multi_buffer,1,1048576,20,1.737865,20971520,12.07,11.51,,391f66a7,multibuffer_table_O0_t1,compiled_on_host
2026-05-16T13:51:03,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O0,decrypt_parallel_original,cbc_decrypt_parallel,1,1048576,20,4.524955,20971520,4.63,4.42,ok,a983a2ee,decrypt_parallel_original_O0_t1,compiled_on_host
2026-05-16T13:51:05,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O0,decrypt_parallel_table,cbc_decrypt_parallel,1,1048576,20,1.979176,20971520,10.60,10.11,ok,a983a2ee,decrypt_parallel_table_O0_t1,compiled_on_host
2026-05-16T13:51:15,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O0,multibuffer_original,cbc_encrypt_multi_buffer,2,1048576,20,9.385173,41943040,4.47,4.26,,cbb2ec24,multibuffer_original_O0_t2,compiled_on_host
2026-05-16T13:51:19,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O0,multibuffer_table,cbc_encrypt_multi_buffer,2,1048576,20,3.754022,41943040,11.17,10.66,,cbb2ec24,multibuffer_table_O0_t2,compiled_on_host
2026-05-16T13:51:24,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O0,decrypt_parallel_original,cbc_decrypt_parallel,2,1048576,20,4.800705,20971520,4.37,4.17,ok,a983a2ee,decrypt_parallel_original_O0_t2,compiled_on_host
2026-05-16T13:51:26,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O0,decrypt_parallel_table,cbc_decrypt_parallel,2,1048576,20,1.962106,20971520,10.69,10.19,ok,a983a2ee,decrypt_parallel_table_O0_t2,compiled_on_host
2026-05-16T13:51:47,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O0,multibuffer_original,cbc_encrypt_multi_buffer,4,1048576,20,20.311114,83886080,4.13,3.94,,02f72479,multibuffer_original_O0_t4,compiled_on_host
2026-05-16T13:51:55,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O0,multibuffer_table,cbc_encrypt_multi_buffer,4,1048576,20,7.831831,83886080,10.71,10.21,,02f72479,multibuffer_table_O0_t4,compiled_on_host
2026-05-16T13:52:00,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O0,decrypt_parallel_original,cbc_decrypt_parallel,4,1048576,20,5.114619,20971520,4.10,3.91,ok,a983a2ee,decrypt_parallel_original_O0_t4,compiled_on_host
2026-05-16T13:52:03,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O0,decrypt_parallel_table,cbc_decrypt_parallel,4,1048576,20,2.103715,20971520,9.97,9.51,ok,a983a2ee,decrypt_parallel_table_O0_t4,compiled_on_host
2026-05-16T13:52:44,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O0,multibuffer_original,cbc_encrypt_multi_buffer,8,1048576,20,40.858791,167772160,4.11,3.92,,2f850ac2,multibuffer_original_O0_t8,compiled_on_host
2026-05-16T13:53:00,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O0,multibuffer_table,cbc_encrypt_multi_buffer,8,1048576,20,15.577911,167772160,10.77,10.27,,2f850ac2,multibuffer_table_O0_t8,compiled_on_host
2026-05-16T13:53:05,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O0,decrypt_parallel_original,cbc_decrypt_parallel,8,1048576,20,5.277654,20971520,3.97,3.79,ok,a983a2ee,decrypt_parallel_original_O0_t8,compiled_on_host
2026-05-16T13:53:08,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O0,decrypt_parallel_table,cbc_decrypt_parallel,8,1048576,20,2.134323,20971520,9.83,9.37,ok,a983a2ee,decrypt_parallel_table_O0_t8,compiled_on_host
2026-05-16T13:53:08,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,single_original,cbc_encrypt_single,1,1048576,20,0.552617,20971520,37.95,36.19,ok,391f66a7,single_original_O1,compiled_on_host
2026-05-16T13:53:09,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,single_table,cbc_encrypt_single,1,1048576,20,0.547845,20971520,38.28,36.51,ok,391f66a7,single_table_O1,compiled_on_host
